Deal Name,Date,Investor,Measure,Amount
ATHENA I,2019-03-20,Bill and Melinda Foundation,Other Fees,58138.020000000004
ATHENA I,2019-03-20,Gibraltar Investments,Capital Call,421324.2
ATHENA I,2019-03-20,Third Gen Partners,Estimated NAV,47395.995966
ATHENA I,2019-03-20,Third Gen Partners,Capital Call,47396.07
ATHENA I,2019-03-20,Bill and Melinda Foundation,Capital Call,248650.29
ATHENA I,2019-03-20,Gates Invest,Other Fees,87819.12000000001
ATHENA I,2019-03-20,Jobs Capital,Capital Call,142187.94
ATHENA I,2019-03-20,Third Gen Partners,Other Fees,11081.880000000001
ATHENA I,2019-03-20,Gates Invest,Estimated NAV,375595.405218
ATHENA I,2019-03-20,Gates Invest,Capital Call,375595.38
ATHENA I,2019-03-20,Stowy Family,Capital Call,486344.79000000004
ATHENA I,2019-03-20,Gates Capital,Other Fees,31129.38
ATHENA I,2019-03-20,Jobs Capital,Estimated NAV,142187.98789800002
ATHENA I,2019-03-20,Bill and Melinda Foundation,Estimated NAV,248650.350696
ATHENA I,2019-12-11,Gibraltar Investments,Estimated NAV,353589.57
ATHENA I,2019-12-11,Gibraltar Investments,Capital Call,617379.8400000001
ATHENA I,2019-12-11,Overwatch LLC,Estimated NAV,442336.41000000003
ATHENA I,2019-12-11,Bill and Melinda Foundation,Estimated NAV,208675.71000000002
ATHENA I,2019-12-11,Overwatch LLC,Estimated NAV,442336.653
ATHENA I,2019-12-11,Overwatch LLC,Capital Call,772776.18
ATHENA I,2019-12-11,Stowy Family,Capital Call,712882.62
ATHENA I,2019-12-11,Gibraltar Investments,Estimated NAV,353589.489
ATHENA I,2019-12-11,Gates Capital,Estimated NAV,306885.969
ATHENA I,2019-12-11,Gibraltar Investments,Estimated NAV,971165.0790000001
ATHENA I,2019-12-11,Stowy Family,Estimated NAV,1121039.6220000002
ATHENA I,2019-12-11,Third Gen Partners,Estimated NAV,109249.20900000002
ATHENA I,2019-12-11,Gates Invest,Estimated NAV,865758.807
ATHENA I,2019-12-11,Bill and Melinda Foundation,Estimated NAV,208675.764
ATHENA I,2019-12-11,Stowy Family,Estimated NAV,408157.00200000004
ATHENA I,2019-12-11,Stowy Family,Estimated NAV,408157.11000000004
ATHENA I,2019-12-11,Third Gen Partners,Estimated NAV,39776.4
ATHENA I,2019-12-11,Jobs Capital,Estimated NAV,119328.957
ATHENA I,2019-12-11,Overwatch LLC,Estimated NAV,1214917.083
ATHENA I,2019-12-11,Bill and Melinda Foundation,Estimated NAV,573146.604
ATHENA I,2019-12-11,Gates Invest,Estimated NAV,315212.31
ATHENA I,2019-12-11,Third Gen Partners,Capital Call,69277.14
ATHENA I,2019-12-11,Jobs Capital,Estimated NAV,119328.93000000001
ATHENA I,2019-12-11,Bill and Melinda Foundation,Capital Call,364470.84
ATHENA I,2019-12-11,Jobs Capital,Estimated NAV,327747.62700000004
ATHENA I,2019-12-11,Gates Invest,Capital Call,550350.7200000001
ATHENA I,2019-12-11,Gates Invest,Estimated NAV,315212.33700000006
ATHENA I,2019-12-11,Third Gen Partners,Estimated NAV,39776.319
ATHENA I,2019-12-11,Gates Capital,Capital Call,195348.24000000002
ATHENA I,2019-12-11,Gates Capital,Estimated NAV,111733.479
ATHENA I,2019-12-11,Jobs Capital,Capital Call,208614.42
ATHENA I,2019-12-11,Gates Capital,Estimated NAV,111733.56000000001
ATHENA I,2020-03-12,Third Gen Partners,Estimated NAV,183933.90899999999
ATHENA I,2020-03-12,Stowy Family,Estimated NAV,1887402.222
ATHENA I,2020-03-12,Gibraltar Investments,Capital Call,663905.7000000001
ATHENA I,2020-03-12,Third Gen Partners,Capital Call,74684.70000000001
ATHENA I,2020-03-12,Jobs Capital,Estimated NAV,551801.7270000001
ATHENA I,2020-03-12,Gates Capital,Estimated NAV,516678.669
ATHENA I,2020-03-12,Gates Capital,Capital Call,209792.7
ATHENA I,2020-03-12,Stowy Family,Capital Call,766362.6000000001
ATHENA I,2020-03-12,Overwatch LLC,Capital Call,830538.9
ATHENA I,2020-03-12,Overwatch LLC,Estimated NAV,2045455.9830000002
ATHENA I,2020-03-12,Gates Invest,Estimated NAV,1457606.907
ATHENA I,2020-03-12,Bill and Melinda Foundation,Capital Call,391813.2
ATHENA I,2020-03-12,Jobs Capital,Capital Call,224054.1
ATHENA I,2020-03-12,Bill and Melinda Foundation,Estimated NAV,964959.8040000001
ATHENA I,2020-03-12,Gibraltar Investments,Estimated NAV,1635070.779
ATHENA I,2020-03-12,Gates Invest,Capital Call,591848.1000000001
ATHENA I,2020-04-01,Third Gen Partners,Estimated NAV,127442.16
ATHENA I,2020-04-01,Gibraltar Investments,Estimated NAV,1132890.57
ATHENA I,2020-04-01,Gibraltar Investments,Estimated NAV,1796796.297
ATHENA I,2020-04-01,Third Gen Partners,Estimated NAV,202126.88700000002
ATHENA I,2020-04-01,Overwatch LLC,Estimated NAV,1417234.05
ATHENA I,2020-04-01,Overwatch LLC,Estimated NAV,2247772.8690000004
ATHENA I,2020-04-01,Bill and Melinda Foundation,Estimated NAV,668591.28
ATHENA I,2020-04-01,Stowy Family,Estimated NAV,2074085.946
ATHENA I,2020-04-01,Jobs Capital,Estimated NAV,606380.661
ATHENA I,2020-04-01,Stowy Family,Estimated NAV,1307723.4000000001
ATHENA I,2020-04-01,Gates Invest,Estimated NAV,1009931.2200000001
ATHENA I,2020-04-01,Gates Capital,Estimated NAV,357990.84
ATHENA I,2020-04-01,Jobs Capital,Estimated NAV,382326.48000000004
ATHENA I,2020-04-01,Gates Invest,Estimated NAV,1601779.401
ATHENA I,2020-04-01,Bill and Melinda Foundation,Estimated NAV,1060404.3720000002
ATHENA I,2020-04-01,Gates Capital,Estimated NAV,567783.567
ATHENA I,2020-05-24,Gates Invest,Estimated NAV,2324356.144119
ATHENA I,2020-05-24,Third Gen Partners,Capital Call,91181.16
ATHENA I,2020-05-24,Stowy Family,Estimated NAV,3009724.3159740004
ATHENA I,2020-05-24,Gibraltar Investments,Capital Call,810550.53
ATHENA I,2020-05-24,Jobs Capital,Estimated NAV,879924.298059
ATHENA I,2020-05-24,Stowy Family,Capital Call,935638.29
ATHENA I,2020-05-24,Gates Capital,Estimated NAV,823915.7162730001
ATHENA I,2020-05-24,Overwatch LLC,Estimated NAV,3261762.934011
ATHENA I,2020-05-24,Overwatch LLC,Capital Call,1013990.1300000001
ATHENA I,2020-05-24,Gates Invest,Capital Call,722576.7000000001
ATHENA I,2020-05-24,Gibraltar Investments,Estimated NAV,2607346.873143
ATHENA I,2020-05-24,Jobs Capital,Capital Call,273543.75
ATHENA I,2020-05-24,Bill and Melinda Foundation,Estimated NAV,1538762.089068
ATHENA I,2020-05-24,Gates Capital,Capital Call,256132.26
ATHENA I,2020-05-24,Bill and Melinda Foundation,Capital Call,478357.65
ATHENA I,2020-05-24,Third Gen Partners,Estimated NAV,293308.099353
ATHENA I,2020-12-02,Gates Invest,Estimated NAV,2526010.2881190004
ATHENA I,2020-12-02,Bill and Melinda Foundation,Estimated NAV,1672260.457068
ATHENA I,2020-12-02,Stowy Family,Estimated NAV,3270838.939974
ATHENA I,2020-12-02,Gates Capital,Estimated NAV,895396.1642730001
ATHENA I,2020-12-02,Third Gen Partners,Capital Call,25446.420000000002
ATHENA I,2020-12-02,Gates Capital,Capital Call,71480.34000000001
ATHENA I,2020-12-02,Stowy Family,Capital Call,261114.57
ATHENA I,2020-12-02,Overwatch LLC,Estimated NAV,3544743.670011
ATHENA I,2020-12-02,Gates Invest,Capital Call,201654.09000000003
ATHENA I,2020-12-02,Bill and Melinda Foundation,Capital Call,133498.26
ATHENA I,2020-12-02,Jobs Capital,Capital Call,76339.53
ATHENA I,2020-12-02,Gibraltar Investments,Capital Call,226205.46000000002
ATHENA I,2020-12-02,Jobs Capital,Estimated NAV,956263.8820590001
ATHENA I,2020-12-02,Third Gen Partners,Estimated NAV,318754.62735300005
ATHENA I,2020-12-02,Overwatch LLC,Capital Call,282981.33
ATHENA I,2020-12-02,Gibraltar Investments,Estimated NAV,2833552.441143
ATHENA I,2020-12-03,Gates Capital,Estimated NAV,791175.06
ATHENA I,2020-12-03,Gibraltar Investments,Estimated NAV,2729942.0280000004
ATHENA I,2020-12-03,Bill and Melinda Foundation,Estimated NAV,1477614.9600000002
ATHENA I,2020-12-03,Bill and Melinda Foundation,Estimated NAV,1611113.3280000002
ATHENA I,2020-12-03,Gates Invest,Estimated NAV,2231991.18
ATHENA I,2020-12-03,Gibraltar Investments,Estimated NAV,2503736.46
ATHENA I,2020-12-03,Overwatch LLC,Estimated NAV,3132147.4200000004
ATHENA I,2020-12-03,Jobs Capital,Estimated NAV,921297.5640000001
ATHENA I,2020-12-03,Stowy Family,Estimated NAV,3151238.904
ATHENA I,2020-12-03,Overwatch LLC,Estimated NAV,3415128.1560000004
ATHENA I,2020-12-03,Gates Invest,Estimated NAV,2433645.324
ATHENA I,2020-12-03,Stowy Family,Estimated NAV,2890124.2800000003
ATHENA I,2020-12-03,Third Gen Partners,Estimated NAV,281652.66000000003
ATHENA I,2020-12-03,Gates Capital,Estimated NAV,862655.508
ATHENA I,2020-12-03,Third Gen Partners,Estimated NAV,307099.188
ATHENA I,2020-12-03,Jobs Capital,Estimated NAV,844957.9800000001
ATHENA I,2021-03-25,Gates Invest,Estimated NAV,2976612.8400000003
ATHENA I,2021-03-25,Gibraltar Investments,Estimated NAV,3339015.804
ATHENA I,2021-03-25,Overwatch LLC,Estimated NAV,4177072.8000000003
ATHENA I,2021-03-25,Gibraltar Investments,Estimated NAV,3339015.75
ATHENA I,2021-03-25,Bill and Melinda Foundation,Estimated NAV,1970566.7040000001
ATHENA I,2021-03-25,Third Gen Partners,Estimated NAV,375615.684
ATHENA I,2021-03-25,Stowy Family,Estimated NAV,3854307.6720000003
ATHENA I,2021-03-25,Jobs Capital,Estimated NAV,1126847.1600000001
ATHENA I,2021-03-25,Jobs Capital,Estimated NAV,1126847.0520000001
ATHENA I,2021-03-25,Overwatch LLC,Estimated NAV,4177072.9080000003
ATHENA I,2021-03-25,Gates Invest,Estimated NAV,2976612.7320000003
ATHENA I,2021-03-25,Gates Capital,Estimated NAV,1055121.4440000001
ATHENA I,2021-03-25,Bill and Melinda Foundation,Estimated NAV,1970566.6500000001
ATHENA I,2021-03-25,Third Gen Partners,Estimated NAV,375615.63
ATHENA I,2021-03-25,Stowy Family,Estimated NAV,3854307.7800000003
ATHENA I,2021-03-25,Gates Capital,Estimated NAV,1055121.3900000001
ATHENA I,2021-04-13,Gates Invest,Estimated NAV,3295273.9680000003
ATHENA I,2021-04-13,Stowy Family,Capital Call,412622.91000000003
ATHENA I,2021-04-13,Third Gen Partners,Capital Call,40211.64
ATHENA I,2021-04-13,Gates Capital,Capital Call,112956.12000000001
ATHENA I,2021-04-13,Overwatch LLC,Estimated NAV,4624249.392000001
ATHENA I,2021-04-13,Overwatch LLC,Capital Call,447175.89
ATHENA I,2021-04-13,Third Gen Partners,Estimated NAV,415827.216
ATHENA I,2021-04-13,Gibraltar Investments,Capital Call,357458.4
ATHENA I,2021-04-13,Jobs Capital,Capital Call,120634.65000000001
ATHENA I,2021-04-13,Bill and Melinda Foundation,Capital Call,210959.1
ATHENA I,2021-04-13,Bill and Melinda Foundation,Estimated NAV,2181525.696
ATHENA I,2021-04-13,Gibraltar Investments,Estimated NAV,3696474.0960000004
ATHENA I,2021-04-13,Gates Capital,Estimated NAV,1168077.456
ATHENA I,2021-04-13,Stowy Family,Estimated NAV,4266930.528
ATHENA I,2021-04-13,Gates Invest,Capital Call,318661.29000000004
ATHENA I,2021-04-13,Jobs Capital,Estimated NAV,1247481.6480000003
ATHENA I,2021-05-23,Third Gen Partners,Estimated NAV,412469.091
ATHENA I,2021-05-23,Overwatch LLC,Estimated NAV,4139728.2900000005
ATHENA I,2021-05-23,Overwatch LLC,Estimated NAV,4586905.017000001
ATHENA I,2021-05-23,Stowy Family,Estimated NAV,4232471.778
ATHENA I,2021-05-23,Gates Capital,Estimated NAV,1045688.4
ATHENA I,2021-05-23,Gates Capital,Estimated NAV,1158644.331
ATHENA I,2021-05-23,Gibraltar Investments,Estimated NAV,3309164.0100000002
ATHENA I,2021-05-23,Gates Invest,Estimated NAV,3268662.0930000003
ATHENA I,2021-05-23,Bill and Melinda Foundation,Estimated NAV,2163908.196
ATHENA I,2021-05-23,Stowy Family,Estimated NAV,3819849.0300000003
ATHENA I,2021-05-23,Bill and Melinda Foundation,Estimated NAV,1952949.1500000001
ATHENA I,2021-05-23,Jobs Capital,Estimated NAV,1116772.6500000001
ATHENA I,2021-05-23,Gibraltar Investments,Estimated NAV,3666622.2210000004
ATHENA I,2021-05-23,Gates Invest,Estimated NAV,2950000.83
ATHENA I,2021-05-23,Jobs Capital,Estimated NAV,1237407.2730000003
ATHENA I,2021-05-23,Third Gen Partners,Estimated NAV,372257.64
ATHENA I,2021-08-15,Bill and Melinda Foundation,Capital Call,511134.57
ATHENA I,2021-08-15,Gibraltar Investments,Estimated NAV,4532711.3269650005
ATHENA I,2021-08-15,Jobs Capital,Estimated NAV,1529693.986545
ATHENA I,2021-08-15,Third Gen Partners,Capital Call,97428.96
ATHENA I,2021-08-15,Gibraltar Investments,Capital Call,866088.9900000001
ATHENA I,2021-08-15,Gates Invest,Estimated NAV,4040749.4418450003
ATHENA I,2021-08-15,Gates Capital,Estimated NAV,1432326.5301150002
ATHENA I,2021-08-15,Stowy Family,Capital Call,999747.9
ATHENA I,2021-08-15,Gates Capital,Capital Call,273682.26
ATHENA I,2021-08-15,Overwatch LLC,Capital Call,1083468.1500000001
ATHENA I,2021-08-15,Overwatch LLC,Estimated NAV,5670373.186305
ATHENA I,2021-08-15,Third Gen Partners,Estimated NAV,509897.995515
ATHENA I,2021-08-15,Gates Invest,Capital Call,772087.41
ATHENA I,2021-08-15,Bill and Melinda Foundation,Estimated NAV,2675042.7503400003
ATHENA I,2021-08-15,Jobs Capital,Capital Call,292286.61000000004
ATHENA I,2021-08-15,Stowy Family,Estimated NAV,5232219.63237
ATHENA I,2021-09-30,Gates Capital,Capital Call,167110.83000000002
ATHENA I,2021-09-30,Third Gen Partners,Capital Call,59490.18
ATHENA I,2021-09-30,Third Gen Partners,Estimated NAV,569388.238371
ATHENA I,2021-09-30,Jobs Capital,Capital Call,178470.81
ATHENA I,2021-09-30,Gates Capital,Estimated NAV,1599437.312811
ATHENA I,2021-09-30,Gates Invest,Estimated NAV,4512187.195533
ATHENA I,2021-09-30,Stowy Family,Estimated NAV,5842667.250018001
ATHENA I,2021-09-30,Gibraltar Investments,Estimated NAV,5061546.701901
ATHENA I,2021-09-30,Bill and Melinda Foundation,Estimated NAV,2987142.3158760006
ATHENA I,2021-09-30,Stowy Family,Capital Call,610447.5900000001
ATHENA I,2021-09-30,Gibraltar Investments,Capital Call,528835.5
ATHENA I,2021-09-30,Jobs Capital,Estimated NAV,1708164.715113
ATHENA I,2021-09-30,Gates Invest,Capital Call,471437.82
ATHENA I,2021-09-30,Bill and Melinda Foundation,Capital Call,312099.48000000004
ATHENA I,2021-09-30,Overwatch LLC,Estimated NAV,6331940.560377001
ATHENA I,2021-09-30,Overwatch LLC,Capital Call,661567.2300000001
ATHENA I,2021-12-11,Gates Capital,Estimated NAV,1628400.7798110002
ATHENA I,2021-12-11,Gates Capital,Estimated NAV,1187607.6900000002
ATHENA I,2021-12-11,Third Gen Partners,Estimated NAV,579699.025371
ATHENA I,2021-12-11,Overwatch LLC,Estimated NAV,4701567.78
ATHENA I,2021-12-11,Stowy Family,Estimated NAV,5948469.396018
ATHENA I,2021-12-11,Gibraltar Investments,Estimated NAV,5153203.898901001
ATHENA I,2021-12-11,Gibraltar Investments,Estimated NAV,3758279.31
ATHENA I,2021-12-11,Gates Invest,Estimated NAV,3350371.14
ATHENA I,2021-12-11,Jobs Capital,Estimated NAV,1739097.076113
ATHENA I,2021-12-11,Third Gen Partners,Estimated NAV,422779.77
ATHENA I,2021-12-11,Jobs Capital,Estimated NAV,1268339.58
ATHENA I,2021-12-11,Overwatch LLC,Estimated NAV,6446602.729377001
ATHENA I,2021-12-11,Bill and Melinda Foundation,Estimated NAV,3041235.0878760004
ATHENA I,2021-12-11,Gates Invest,Estimated NAV,4593896.296533
ATHENA I,2021-12-11,Stowy Family,Estimated NAV,4338273.87
ATHENA I,2021-12-11,Bill and Melinda Foundation,Estimated NAV,2218000.8600000003
ATHENA I,2021-12-12,Overwatch LLC,Estimated NAV,6582110.49
ATHENA I,2021-12-12,Bill and Melinda Foundation,Estimated NAV,3105161.892
ATHENA I,2021-12-12,Overwatch LLC,Estimated NAV,6582110.409
ATHENA I,2021-12-12,Bill and Melinda Foundation,Estimated NAV,3105162.0
ATHENA I,2021-12-12,Gates Capital,Estimated NAV,1662629.787
ATHENA I,2021-12-12,Jobs Capital,Estimated NAV,1775652.921
ATHENA I,2021-12-12,Gates Capital,Estimated NAV,1662629.76
ATHENA I,2021-12-12,Stowy Family,Estimated NAV,6073506.306000001
ATHENA I,2021-12-12,Third Gen Partners,Estimated NAV,591884.307
ATHENA I,2021-12-12,Stowy Family,Estimated NAV,6073506.36
ATHENA I,2021-12-12,Gibraltar Investments,Estimated NAV,5261524.29
ATHENA I,2021-12-12,Gibraltar Investments,Estimated NAV,5261524.317000001
ATHENA I,2021-12-12,Jobs Capital,Estimated NAV,1775652.84
ATHENA I,2021-12-12,Gates Invest,Estimated NAV,4690459.98
ATHENA I,2021-12-12,Gates Invest,Estimated NAV,4690460.061000001
ATHENA I,2021-12-12,Third Gen Partners,Estimated NAV,591884.28
ATHENA I,2021-12-30,Stowy Family,Distribution,-488358.18000000005
ATHENA I,2021-12-30,Gates Capital,Distribution,-133688.61000000002
ATHENA I,2021-12-30,Gates Invest,Estimated NAV,4313309.8835970005
ATHENA I,2021-12-30,Overwatch LLC,Distribution,-529253.73
ATHENA I,2021-12-30,Gates Capital,Estimated NAV,1528941.169899
ATHENA I,2021-12-30,Third Gen Partners,Distribution,-47592.090000000004
ATHENA I,2021-12-30,Gates Invest,Distribution,-377150.31
ATHENA I,2021-12-30,Bill and Melinda Foundation,Estimated NAV,2855482.2564840005
ATHENA I,2021-12-30,Jobs Capital,Distribution,-142776.54
ATHENA I,2021-12-30,Overwatch LLC,Estimated NAV,6052856.545593
ATHENA I,2021-12-30,Third Gen Partners,Estimated NAV,544292.115939
ATHENA I,2021-12-30,Gibraltar Investments,Distribution,-423068.4
ATHENA I,2021-12-30,Stowy Family,Estimated NAV,5585148.244962
ATHENA I,2021-12-30,Jobs Capital,Estimated NAV,1632876.347817
ATHENA I,2021-12-30,Bill and Melinda Foundation,Distribution,-249679.53000000003
ATHENA I,2021-12-30,Gibraltar Investments,Estimated NAV,4838456.045709
ATHENA I,2022-03-30,Gates Capital,Estimated NAV,1877342.8050000002
ATHENA I,2022-03-30,Gates Invest,Estimated NAV,5296188.915
ATHENA I,2022-03-30,Gates Invest,Estimated NAV,5296188.78
ATHENA I,2022-03-30,Jobs Capital,Estimated NAV,2004961.6800000002
ATHENA I,2022-03-30,Third Gen Partners,Estimated NAV,668320.74
ATHENA I,2022-03-30,Stowy Family,Estimated NAV,6857842.590000001
ATHENA I,2022-03-30,Gates Capital,Estimated NAV,1877342.9400000002
ATHENA I,2022-03-30,Gibraltar Investments,Estimated NAV,5941000.62
ATHENA I,2022-03-30,Gibraltar Investments,Estimated NAV,5941000.755000001
ATHENA I,2022-03-30,Overwatch LLC,Estimated NAV,7432128.2700000005
ATHENA I,2022-03-30,Third Gen Partners,Estimated NAV,668320.6050000001
ATHENA I,2022-03-30,Jobs Capital,Estimated NAV,2004961.8150000002
ATHENA I,2022-03-30,Bill and Melinda Foundation,Estimated NAV,3506164.3800000004
ATHENA I,2022-03-30,Overwatch LLC,Estimated NAV,7432128.135000001
ATHENA I,2022-05-10,Stowy Family,Capital Call,530441.73
ATHENA I,2022-05-10,Gates Invest,Estimated NAV,5705839.643103001
ATHENA I,2022-05-10,Jobs Capital,Estimated NAV,2160042.020883
ATHENA I,2022-05-10,Stowy Family,Estimated NAV,7388284.433238001
ATHENA I,2022-05-10,Jobs Capital,Capital Call,155080.17
ATHENA I,2022-05-10,Overwatch LLC,Capital Call,574862.13
ATHENA I,2022-05-10,Third Gen Partners,Estimated NAV,720014.0069610002
ATHENA I,2022-05-10,Overwatch LLC,Estimated NAV,8006989.936707
ATHENA I,2022-05-10,Gibraltar Investments,Estimated NAV,6400526.5241910005
ATHENA I,2022-05-10,Gates Invest,Capital Call,409650.75
ATHENA I,2022-05-10,Bill and Melinda Foundation,Estimated NAV,3777359.9159160005
ATHENA I,2022-05-10,Gates Capital,Estimated NAV,2022551.909001
ATHENA I,2022-05-10,Third Gen Partners,Capital Call,51693.39000000001
ATHENA I,2022-05-10,Gates Capital,Capital Call,145208.97
ATHENA I,2022-05-10,Gibraltar Investments,Capital Call,459525.69
ATHENA I,2022-05-10,Bill and Melinda Foundation,Capital Call,271195.56
LOTUS II,2018-01-01,Overwatch LLC,Commitment,3398500.0
LOTUS II,2018-01-01,Sapir LLC,Commitment,815500.0
LOTUS II,2018-01-01,Gates Capital,Commitment,1358000.0
LOTUS II,2018-01-01,Jobs Capital,Commitment,1358000.0
LOTUS II,2018-01-01,Gibraltar Investments,Commitment,4893000.0
LOTUS II,2018-01-01,Stowy Family,Commitment,5435500.0
LOTUS II,2018-01-01,Third Gen Partners,Commitment,542500.0
LOTUS II,2018-01-01,Gates Invest,Commitment,9516500.0
LOTUS II,2018-01-01,Oak Family,Commitment,4760000.0
LOTUS II,2018-01-01,MSD,Commitment,542500.0
LOTUS II,2018-01-01,Bill and Melinda Foundation,Commitment,2380000.0
LOTUS II,2019-01-09,Overwatch LLC,Estimated NAV,63678.3742
LOTUS II,2019-01-09,Sapir LLC,Estimated NAV,15280.1866
LOTUS II,2019-01-09,Overwatch LLC,Capital Call,63678.0
LOTUS II,2019-01-09,Gibraltar Investments,Capital Call,91681.0
LOTUS II,2019-01-09,MSD,Capital Call,10165.0
LOTUS II,2019-01-09,Gates Capital,Capital Call,25445.0
LOTUS II,2019-01-09,Gates Capital,Estimated NAV,25445.1176
LOTUS II,2019-01-09,Bill and Melinda Foundation,Estimated NAV,44594.536
LOTUS II,2019-01-09,Third Gen Partners,Estimated NAV,10164.931
LOTUS II,2019-01-09,Third Gen Partners,Capital Call,10165.0
LOTUS II,2019-01-09,Stowy Family,Capital Call,101846.0
LOTUS II,2019-01-09,MSD,Estimated NAV,10164.931
LOTUS II,2019-01-09,Gibraltar Investments,Estimated NAV,91681.1196
LOTUS II,2019-01-09,Oak Family,Capital Call,89189.0
LOTUS II,2019-01-09,Jobs Capital,Estimated NAV,25445.1176
LOTUS II,2019-01-09,Stowy Family,Estimated NAV,101846.0506
LOTUS II,2019-01-09,Bill and Melinda Foundation,Capital Call,44595.0
LOTUS II,2019-01-09,Sapir LLC,Capital Call,15280.0
LOTUS II,2019-01-09,Gates Invest,Capital Call,178313.0
LOTUS II,2019-01-09,Jobs Capital,Capital Call,25445.0
LOTUS II,2019-01-09,Gates Invest,Estimated NAV,178312.5638
LOTUS II,2019-01-09,Oak Family,Estimated NAV,89189.072
LOTUS II,2019-07-28,Oak Family,Estimated NAV,79422.368
LOTUS II,2019-07-28,Gates Invest,Estimated NAV,158786.3372
LOTUS II,2019-07-28,MSD,Distribution,-1113.0
LOTUS II,2019-07-28,Stowy Family,Distribution,-11153.0
LOTUS II,2019-07-28,Overwatch LLC,Distribution,-6973.0
LOTUS II,2019-07-28,Third Gen Partners,Estimated NAV,9051.814
LOTUS II,2019-07-28,Overwatch LLC,Estimated NAV,56705.2348
LOTUS II,2019-07-28,Stowy Family,Estimated NAV,90693.3364
LOTUS II,2019-07-28,Bill and Melinda Foundation,Distribution,-4883.0
LOTUS II,2019-07-28,Jobs Capital,Distribution,-2786.0
LOTUS II,2019-07-28,Oak Family,Distribution,-9767.0
LOTUS II,2019-07-28,Third Gen Partners,Distribution,-1113.0
LOTUS II,2019-07-28,MSD,Estimated NAV,9051.814
LOTUS II,2019-07-28,Sapir LLC,Distribution,-1673.0
LOTUS II,2019-07-28,Gibraltar Investments,Estimated NAV,81641.5224
LOTUS II,2019-07-28,Jobs Capital,Estimated NAV,22658.7344
LOTUS II,2019-07-28,Gibraltar Investments,Distribution,-10040.0
LOTUS II,2019-07-28,Gates Capital,Estimated NAV,0.0
LOTUS II,2019-07-28,Gates Invest,Distribution,-19527.0
LOTUS II,2019-07-28,Sapir LLC,Estimated NAV,13606.9204
LOTUS II,2019-07-28,Bill and Melinda Foundation,Estimated NAV,39711.184
LOTUS II,2019-07-28,Gates Capital,Distribution,-2786.0
LOTUS II,2019-08-12,Oak Family,Estimated NAV,55371.0
LOTUS II,2019-08-12,Jobs Capital,Estimated NAV,15797.0
LOTUS II,2019-08-12,Overwatch LLC,Estimated NAV,32560.1546
LOTUS II,2019-08-12,Bill and Melinda Foundation,Estimated NAV,22802.168
LOTUS II,2019-08-12,Bill and Melinda Foundation,Estimated NAV,27686.0
LOTUS II,2019-08-12,Gates Invest,Estimated NAV,91175.1394
LOTUS II,2019-08-12,Gibraltar Investments,Estimated NAV,46878.5748
LOTUS II,2019-08-12,Gates Capital,Estimated NAV,13010.6488
LOTUS II,2019-08-12,Jobs Capital,Estimated NAV,13010.6488
LOTUS II,2019-08-12,Third Gen Partners,Estimated NAV,6311.0
LOTUS II,2019-08-12,Stowy Family,Estimated NAV,63229.0
LOTUS II,2019-08-12,MSD,Estimated NAV,6311.0
LOTUS II,2019-08-12,Gibraltar Investments,Estimated NAV,56918.0
LOTUS II,2019-08-12,Sapir LLC,Estimated NAV,9486.0
LOTUS II,2019-08-12,Oak Family,Estimated NAV,45604.336
LOTUS II,2019-08-12,Stowy Family,Estimated NAV,52076.1278
LOTUS II,2019-08-12,Gates Invest,Estimated NAV,110701.0
LOTUS II,2019-08-12,MSD,Estimated NAV,5197.553
LOTUS II,2019-08-12,Sapir LLC,Estimated NAV,7813.0958
LOTUS II,2019-08-12,Overwatch LLC,Estimated NAV,39533.0
LOTUS II,2019-08-12,Third Gen Partners,Estimated NAV,5197.553
LOTUS II,2019-08-12,Gates Capital,Estimated NAV,15797.0
LOTUS II,2019-09-22,Third Gen Partners,Estimated NAV,3293.6105
LOTUS II,2019-09-22,Gates Capital,Estimated NAV,8244.6508
LOTUS II,2019-09-22,Sapir LLC,Estimated NAV,6624.0
LOTUS II,2019-09-22,Bill and Melinda Foundation,Estimated NAV,19333.0
LOTUS II,2019-09-22,Third Gen Partners,Estimated NAV,4407.0
LOTUS II,2019-09-22,Stowy Family,Estimated NAV,44153.0
LOTUS II,2019-09-22,Jobs Capital,Estimated NAV,8244.6508
LOTUS II,2019-09-22,Gates Capital,Estimated NAV,11031.0
LOTUS II,2019-09-22,MSD,Estimated NAV,4407.0
LOTUS II,2019-09-22,Gibraltar Investments,Estimated NAV,39746.0
LOTUS II,2019-09-22,Stowy Family,Estimated NAV,0.0
LOTUS II,2019-09-22,Gibraltar Investments,Estimated NAV,29706.2418
LOTUS II,2019-09-22,Bill and Melinda Foundation,Estimated NAV,14449.388
LOTUS II,2019-09-22,Gates Invest,Estimated NAV,57776.3029
LOTUS II,2019-09-22,Overwatch LLC,Estimated NAV,27606.0
LOTUS II,2019-09-22,Overwatch LLC,Estimated NAV,20632.8761
LOTUS II,2019-09-22,Gates Invest,Estimated NAV,77302.0
LOTUS II,2019-09-22,Jobs Capital,Estimated NAV,11031.0
LOTUS II,2019-09-22,Stowy Family,Estimated NAV,32999.8523
LOTUS II,2019-09-22,Sapir LLC,Estimated NAV,4951.0403
LOTUS II,2019-09-22,Oak Family,Estimated NAV,38665.0
LOTUS II,2019-09-22,Oak Family,Estimated NAV,28898.776
